name,width,height,obj,xmin,ymin,xmax,ymax
2019-09-08_15_02_19_398141.png,640,480,Obj,0,304,49,404
2019-09-08_15_02_19_425558.png,640,480,Obj,0,302,55,401
2019-09-08_15_02_19_455087.png,640,480,Obj,5,304,60,404
2019-09-08_15_02_19_477430.png,640,480,Obj,38,391,50,406
2019-09-08_15_02_19_488926.png,640,480,Obj,13,332,25,352
2019-09-08_15_02_19_510119.png,640,480,Obj,10,409,66,480
2019-09-08_15_02_19_531596.png,640,480,Obj,16,419,61,480
2019-09-08_15_02_19_552692.png,640,480,Obj,17,429,60,480
2019-09-08_15_02_19_577789.png,640,480,Obj,25,442,56,480
2019-09-08_15_02_19_605603.png,640,480,Obj,29,468,51,480
2019-09-08_15_02_20_573419.png,640,480,Obj,271,473,287,480
2019-09-08_15_02_20_601258.png,640,480,Obj,270,467,286,480
2019-09-08_15_02_20_622672.png,640,480,Obj,267,460,286,480
2019-09-08_15_02_20_646875.png,640,480,Obj,263,452,286,480
2019-09-08_15_02_20_668236.png,640,480,Obj,261,444,284,480
2019-09-08_15_02_20_695941.png,640,480,Obj,260,430,291,480
2019-09-08_15_02_20_729381.png,640,480,Obj,257,420,294,480
2019-09-08_15_02_20_753335.png,640,480,Obj,255,409,295,480
2019-09-08_15_02_20_774399.png,640,480,Obj,253,403,294,480
2019-09-08_15_02_20_797022.png,640,480,Obj,252,395,291,472
2019-09-08_15_02_20_822715.png,640,480,Obj,254,383,292,461
2019-09-08_15_02_20_849924.png,640,480,Obj,254,370,295,448
2019-09-08_15_02_20_880913.png,640,480,Obj,267,362,308,441
2019-09-08_15_02_20_906728.png,640,480,Obj,264,357,304,435
2019-09-08_15_02_20_935121.png,640,480,Obj,256,351,298,432
2019-09-08_15_02_20_954843.png,640,480,Obj,250,346,291,428
2019-09-08_15_02_20_974885.png,640,480,Obj,245,341,288,425
2019-09-08_15_02_21_001556.png,640,480,Obj,243,340,286,424
2019-09-08_15_02_21_025832.png,640,480,Obj,243,338,286,421
2019-09-08_15_02_21_054302.png,640,480,Obj,242,330,284,415
2019-09-08_15_02_21_084977.png,640,480,Obj,242,319,285,404
2019-09-08_15_02_21_106086.png,640,480,Obj,243,306,286,392
2019-09-08_15_02_21_128257.png,640,480,Obj,241,299,286,383
2019-09-08_15_02_21_150523.png,640,480,Obj,238,293,284,379
2019-09-08_15_02_21_172180.png,640,480,Obj,238,293,284,380
2019-09-08_15_02_21_193155.png,640,480,Obj,237,294,283,382
2019-09-08_15_02_21_219640.png,640,480,Obj,236,294,283,382
2019-09-08_15_02_21_243446.png,640,480,Obj,232,291,280,380
2019-09-08_15_02_21_268423.png,640,480,Obj,231,286,279,374
2019-09-08_15_02_21_294284.png,640,480,Obj,228,278,276,368
2019-09-08_15_02_21_328524.png,640,480,Obj,225,268,272,358
2019-09-08_15_02_21_354888.png,640,480,Obj,221,256,268,347
2019-09-08_15_02_21_378087.png,640,480,Obj,214,239,263,330
2019-09-08_15_02_21_398174.png,640,480,Obj,211,217,259,311
2019-09-08_15_02_21_421282.png,640,480,Obj,208,196,259,292
2019-09-08_15_02_21_449859.png,640,480,Obj,206,184,258,281
2019-09-08_15_02_21_472062.png,640,480,Obj,206,179,260,275
2019-09-08_15_02_21_503055.png,640,480,Obj,207,175,261,271
2019-09-08_15_02_21_532606.png,640,480,Obj,209,168,263,265
2019-09-08_15_02_21_555109.png,640,480,Obj,209,162,264,260
2019-09-08_15_02_21_577516.png,640,480,Obj,208,162,264,260
2019-09-08_15_02_21_607287.png,640,480,Obj,212,165,268,263
2019-09-08_15_02_21_632091.png,640,480,Obj,215,171,272,268
2019-09-08_15_02_21_659900.png,640,480,Obj,215,175,272,273
2019-09-08_15_02_21_683485.png,640,480,Obj,214,177,271,274
2019-09-08_15_02_21_709453.png,640,480,Obj,211,178,270,275
2019-09-08_15_02_21_735798.png,640,480,Obj,208,180,268,278
2019-09-08_15_02_21_764204.png,640,480,Obj,205,188,265,286
2019-09-08_15_02_21_786532.png,640,480,Obj,204,198,266,296
2019-09-08_15_02_21_807715.png,640,480,Obj,212,212,274,309
2019-09-08_15_02_21_831621.png,640,480,Obj,206,226,267,320
2019-09-08_15_02_21_860888.png,640,480,Obj,186,240,253,333
2019-09-08_15_02_21_891355.png,640,480,Obj,164,249,234,341
2019-09-08_15_02_21_916177.png,640,480,Obj,138,255,210,350
2019-09-08_15_02_21_941649.png,640,480,Obj,110,262,187,356
2019-09-08_15_02_21_966302.png,640,480,Obj,83,270,164,365
2019-09-08_15_02_21_987730.png,640,480,Obj,50,275,135,373
2019-09-08_15_02_22_009050.png,640,480,Obj,22,284,114,383
2019-09-08_15_02_22_029188.png,640,480,Obj,0,297,97,394
2019-09-08_15_02_22_052285.png,640,480,Obj,0,321,74,405
2019-09-08_15_02_22_088689.png,640,480,Obj,3,390,44,424
2019-09-08_15_02_22_469773.png,640,480,Obj,0,463,24,480
2019-09-08_15_02_22_493798.png,640,480,Obj,0,449,44,480
2019-09-08_15_02_22_519828.png,640,480,Obj,0,436,57,480
2019-09-08_15_02_22_542688.png,640,480,Obj,0,427,60,480
2019-09-08_15_02_22_567294.png,640,480,Obj,0,424,65,480
2019-09-08_15_02_22_591774.png,640,480,Obj,0,423,67,480
2019-09-08_15_02_22_618891.png,640,480,Obj,0,421,74,480
2019-09-08_15_02_22_647751.png,640,480,Obj,0,417,77,480
2019-09-08_15_02_22_670174.png,640,480,Obj,0,413,79,480
2019-09-08_15_02_22_693167.png,640,480,Obj,0,410,78,480
2019-09-08_15_02_22_721188.png,640,480,Obj,0,404,73,477
2019-09-08_15_02_22_747984.png,640,480,Obj,0,400,66,471
2019-09-08_15_02_22_769645.png,640,480,Obj,0,408,58,470
2019-09-08_15_02_22_793486.png,640,480,Obj,0,412,54,471
2019-09-08_15_02_22_818340.png,640,480,Obj,0,416,53,472
2019-09-08_15_02_22_845282.png,640,480,Obj,0,417,52,474
2019-09-08_15_02_22_881686.png,640,480,Obj,0,421,49,476
2019-09-08_15_02_22_905542.png,640,480,Obj,0,430,43,478
2019-09-08_15_02_22_927430.png,640,480,Obj,0,439,36,480
2019-09-08_15_02_22_948547.png,640,480,Obj,0,453,26,480
2019-09-08_15_02_22_969524.png,640,480,Obj,0,465,15,480
2019-09-08_15_02_23_217567.png,640,480,Obj,0,457,17,480
2019-09-08_15_02_23_240293.png,640,480,Obj,0,449,26,480
2019-09-08_15_02_23_278031.png,640,480,Obj,0,439,38,480
2019-09-08_15_02_23_311971.png,640,480,Obj,0,426,53,480
2019-09-08_15_02_23_334875.png,640,480,Obj,0,411,63,480
2019-09-08_15_02_23_357702.png,640,480,Obj,57,444,79,464
2019-09-08_15_02_23_369355.png,640,480,Obj,38,437,59,454
2019-09-08_15_02_23_380351.png,640,480,Obj,0,406,34,432
2019-09-08_15_02_23_403541.png,640,480,Obj,89,411,119,432
2019-09-08_15_02_23_425391.png,640,480,Obj,61,346,157,433
2019-09-08_15_02_23_445867.png,640,480,Obj,80,350,168,439
2019-09-08_15_02_23_469949.png,640,480,Obj,86,356,176,443
2019-09-08_15_02_23_497327.png,640,480,Obj,109,362,205,446
2019-09-08_15_02_23_523409.png,640,480,Obj,144,364,228,456
2019-09-08_15_02_23_549136.png,640,480,Obj,159,374,240,467
2019-09-08_15_02_23_572337.png,640,480,Obj,166,378,247,470
2019-09-08_15_02_23_592626.png,640,480,Obj,174,369,250,464
2019-09-08_15_02_23_613746.png,640,480,Obj,180,365,253,458
2019-09-08_15_02_23_635476.png,640,480,Obj,183,356,256,450
2019-09-08_15_02_23_663402.png,640,480,Obj,187,344,260,442
2019-09-08_15_02_23_691131.png,640,480,Obj,191,340,265,438
2019-09-08_15_02_23_713656.png,640,480,Obj,205,339,274,437
2019-09-08_15_02_23_747016.png,640,480,Obj,211,338,276,438
2019-09-08_15_02_23_773396.png,640,480,Obj,212,339,276,440
2019-09-08_15_02_23_804691.png,640,480,Obj,209,342,271,443
2019-09-08_15_02_23_826042.png,640,480,Obj,208,343,270,445
2019-09-08_15_02_23_848080.png,640,480,Obj,211,346,272,452
2019-09-08_15_02_23_877783.png,640,480,Obj,214,354,271,458
2019-09-08_15_02_23_916948.png,640,480,Obj,213,360,268,463
2019-09-08_15_02_23_943257.png,640,480,Obj,216,358,271,464
2019-09-08_15_02_23_971674.png,640,480,Obj,221,356,276,462
2019-09-08_15_02_23_996445.png,640,480,Obj,224,355,276,460
2019-09-08_15_02_24_018345.png,640,480,Obj,220,348,271,454
2019-09-08_15_02_24_039186.png,640,480,Obj,214,334,264,442
2019-09-08_15_02_24_065463.png,640,480,Obj,212,324,264,429
2019-09-08_15_02_24_088841.png,640,480,Obj,211,308,260,416
2019-09-08_15_02_24_113798.png,640,480,Obj,207,301,258,408
2019-09-08_15_02_24_137828.png,640,480,Obj,204,295,254,399
2019-09-08_15_02_24_171950.png,640,480,Obj,202,292,254,397
2019-09-08_15_02_24_199892.png,640,480,Obj,202,292,253,396
2019-09-08_15_02_24_223832.png,640,480,Obj,204,293,255,395
2019-09-08_15_02_24_245323.png,640,480,Obj,205,290,256,393
2019-09-08_15_02_24_266257.png,640,480,Obj,204,287,255,391
2019-09-08_15_02_24_291508.png,640,480,Obj,201,288,252,389
2019-09-08_15_02_24_318365.png,640,480,Obj,199,284,250,386
2019-09-08_15_02_24_345530.png,640,480,Obj,197,285,247,385
2019-09-08_15_02_24_372767.png,640,480,Obj,192,284,243,386
2019-09-08_15_02_24_401345.png,640,480,Obj,186,288,237,391
2019-09-08_15_02_24_423176.png,640,480,Obj,186,292,237,393
2019-09-08_15_02_24_448329.png,640,480,Obj,191,294,240,396
2019-09-08_15_02_24_477024.png,640,480,Obj,192,301,243,400
2019-09-08_15_02_24_498723.png,640,480,Obj,192,304,242,403
2019-09-08_15_02_24_521910.png,640,480,Obj,192,307,242,405
2019-09-08_15_02_24_545779.png,640,480,Obj,193,310,244,406
2019-09-08_15_02_24_571444.png,640,480,Obj,193,312,241,410
2019-09-08_15_02_24_599237.png,640,480,Obj,188,316,236,410
2019-09-08_15_02_24_628793.png,640,480,Obj,184,313,232,408
2019-09-08_15_02_24_649894.png,640,480,Obj,182,312,230,408
2019-09-08_15_02_24_673334.png,640,480,Obj,183,314,230,407
2019-09-08_15_02_24_695110.png,640,480,Obj,182,312,229,406
2019-09-08_15_02_24_740758.png,640,480,Obj,179,317,225,411
2019-09-08_15_02_24_776775.png,640,480,Obj,174,320,219,412
2019-09-08_15_02_24_813196.png,640,480,Obj,167,321,213,413
2019-09-08_15_02_24_834288.png,640,480,Obj,161,320,209,413
2019-09-08_15_02_24_855816.png,640,480,Obj,159,322,206,412
2019-09-08_15_02_24_881626.png,640,480,Obj,156,319,203,412
2019-09-08_15_02_24_903082.png,640,480,Obj,151,321,198,413
2019-09-08_15_02_24_929156.png,640,480,Obj,146,321,193,415
2019-09-08_15_02_24_954033.png,640,480,Obj,140,325,189,418
2019-09-08_15_02_24_992678.png,640,480,Obj,136,327,186,419
2019-09-08_15_02_25_021996.png,640,480,Obj,133,332,184,421
2019-09-08_15_02_25_047184.png,640,480,Obj,131,328,182,420
2019-09-08_15_02_25_070683.png,640,480,Obj,122,324,174,415
2019-09-08_15_02_25_092270.png,640,480,Obj,111,318,164,410
2019-09-08_15_02_25_114552.png,640,480,Obj,102,312,156,405
2019-09-08_15_02_25_150229.png,640,480,Obj,96,310,151,402
2019-09-08_15_02_25_178198.png,640,480,Obj,86,306,142,395
2019-09-08_15_02_25_200728.png,640,480,Obj,72,300,131,393
2019-09-08_15_02_25_227592.png,640,480,Obj,68,300,126,390
2019-09-08_15_02_25_254383.png,640,480,Obj,68,296,129,386
2019-09-08_15_02_25_279819.png,640,480,Obj,72,288,132,380
2019-09-08_15_02_25_304912.png,640,480,Obj,69,287,132,378
2019-09-08_15_02_25_328983.png,640,480,Obj,62,284,124,374
2019-09-08_15_02_25_364944.png,640,480,Obj,52,280,115,371
2019-09-08_15_02_25_393906.png,640,480,Obj,47,284,113,376
2019-09-08_15_02_25_424780.png,640,480,Obj,51,289,115,384
2019-09-08_15_02_25_448960.png,640,480,Obj,52,294,115,387
2019-09-08_15_02_25_474107.png,640,480,Obj,52,302,116,396
2019-09-08_15_02_25_497430.png,640,480,Obj,52,305,115,399
2019-09-08_15_02_25_518681.png,640,480,Obj,44,304,108,397
2019-09-08_15_02_25_542788.png,640,480,Obj,36,303,100,395
2019-09-08_15_02_25_572944.png,640,480,Obj,30,303,94,396
2019-09-08_15_02_25_596017.png,640,480,Obj,17,303,83,396
2019-09-08_15_02_25_624272.png,640,480,Obj,3,304,71,395
2019-09-08_15_02_25_660484.png,640,480,Obj,0,302,58,392
2019-09-08_15_02_25_688652.png,640,480,Obj,0,317,46,390
2019-09-08_15_02_25_711673.png,640,480,Obj,0,338,29,388
2019-09-08_15_02_25_735444.png,640,480,Obj,0,352,22,391
2019-09-08_15_02_25_758863.png,640,480,Obj,0,364,17,395
2019-09-08_15_02_25_790129.png,640,480,Obj,0,382,10,401
2019-09-08_15_02_25_888622.png,640,480,Obj,0,388,12,406
2019-09-08_15_02_25_916411.png,640,480,Obj,0,372,17,402
2019-09-08_15_02_25_943594.png,640,480,Obj,0,356,22,398
2019-09-08_15_02_25_968055.png,640,480,Obj,0,355,24,395
2019-09-08_15_02_25_990111.png,640,480,Obj,0,364,19,396
2019-09-08_15_02_26_014050.png,640,480,Obj,0,376,11,398
2019-09-08_15_02_26_219953.png,640,480,Obj,22,421,41,437
2019-09-08_15_02_26_259506.png,640,480,Obj,96,394,108,408
2019-09-08_15_02_26_291584.png,640,480,Obj,122,384,150,409
2019-09-08_15_02_26_303830.png,640,480,Obj,94,331,122,356
2019-09-08_15_02_26_333948.png,640,480,Obj,119,321,171,401
2019-09-08_15_02_26_361216.png,640,480,Obj,133,312,181,396
2019-09-08_15_02_26_384556.png,640,480,Obj,144,310,192,395
2019-09-08_15_02_26_405262.png,640,480,Obj,160,313,208,396
2019-09-08_15_02_26_429861.png,640,480,Obj,176,311,223,394
2019-09-08_15_02_26_453050.png,640,480,Obj,196,308,240,393
2019-09-08_15_02_26_494693.png,640,480,Obj,216,311,258,397
2019-09-08_15_02_26_521603.png,640,480,Obj,235,318,273,405
2019-09-08_15_02_26_544730.png,640,480,Obj,251,325,288,412
2019-09-08_15_02_26_576696.png,640,480,Obj,269,324,304,412
2019-09-08_15_02_26_600032.png,640,480,Obj,283,326,315,412
2019-09-08_15_02_26_623652.png,640,480,Obj,292,327,323,414
2019-09-08_15_02_26_647652.png,640,480,Obj,300,326,330,414
2019-09-08_15_02_26_680025.png,640,480,Obj,308,328,337,413
2019-09-08_15_02_26_709502.png,640,480,Obj,315,328,347,414
2019-09-08_15_02_26_736382.png,640,480,Obj,328,323,360,408
2019-09-08_15_02_26_759415.png,640,480,Obj,339,314,368,400
2019-09-08_15_02_26_781280.png,640,480,Obj,346,308,377,393
2019-09-08_15_02_26_803405.png,640,480,Obj,353,306,383,391
2019-09-08_15_02_26_825123.png,640,480,Obj,358,307,388,392
2019-09-08_15_02_26_845865.png,640,480,Obj,362,307,390,392
2019-09-08_15_02_26_871173.png,640,480,Obj,366,303,392,387
2019-09-08_15_02_26_900545.png,640,480,Obj,367,300,393,384
2019-09-08_15_02_26_925796.png,640,480,Obj,371,305,395,388
2019-09-08_15_02_26_948227.png,640,480,Obj,378,313,403,395
2019-09-08_15_02_26_976773.png,640,480,Obj,386,318,409,404
2019-09-08_15_02_27_002115.png,640,480,Obj,389,346,411,429
2019-09-08_15_02_27_024621.png,640,480,Obj,377,358,399,440
2019-09-08_15_02_27_046261.png,640,480,Obj,369,361,393,444
2019-09-08_15_02_27_071778.png,640,480,Obj,362,361,385,444
2019-09-08_15_02_27_105618.png,640,480,Obj,353,358,375,440
2019-09-08_15_02_27_131482.png,640,480,Obj,344,344,367,427
2019-09-08_15_02_27_160591.png,640,480,Obj,339,338,363,422
2019-09-08_15_02_27_182570.png,640,480,Obj,338,335,361,419
2019-09-08_15_02_27_203479.png,640,480,Obj,337,322,359,408
2019-09-08_15_02_27_224735.png,640,480,Obj,333,306,356,391
2019-09-08_15_02_27_259735.png,640,480,Obj,329,292,351,376
2019-09-08_15_02_27_285136.png,640,480,Obj,325,276,349,362
2019-09-08_15_02_27_313139.png,640,480,Obj,324,266,348,352
2019-09-08_15_02_27_337390.png,640,480,Obj,320,255,345,342
2019-09-08_15_02_27_362548.png,640,480,Obj,317,245,340,334
2019-09-08_15_02_27_392013.png,640,480,Obj,313,231,337,322
2019-09-08_15_02_27_417712.png,640,480,Obj,310,216,334,310
2019-09-08_15_02_27_439871.png,640,480,Obj,307,203,332,298
2019-09-08_15_02_27_462028.png,640,480,Obj,312,196,338,294
2019-09-08_15_02_27_488348.png,640,480,Obj,320,197,345,297
2019-09-08_15_02_27_515046.png,640,480,Obj,330,203,355,304
2019-09-08_15_02_27_551391.png,640,480,Obj,338,204,362,305
2019-09-08_15_02_27_581827.png,640,480,Obj,344,202,367,304
2019-09-08_15_02_27_606569.png,640,480,Obj,344,200,366,303
2019-09-08_15_02_27_628880.png,640,480,Obj,350,194,371,299
2019-09-08_15_02_27_651320.png,640,480,Obj,358,197,381,301
2019-09-08_15_02_27_673732.png,640,480,Obj,383,266,403,304
2019-09-08_15_02_27_685209.png,640,480,Obj,381,222,393,234
2019-09-08_15_02_27_698683.png,640,480,Obj,380,203,391,216
2019-09-08_15_02_27_721435.png,640,480,Obj,398,201,421,306
2019-09-08_15_02_27_746407.png,640,480,Obj,406,187,425,292
2019-09-08_15_02_27_771340.png,640,480,Obj,413,170,431,271
2019-09-08_15_02_27_792460.png,640,480,Obj,418,149,437,254
2019-09-08_15_02_27_820580.png,640,480,Obj,423,138,443,243
2019-09-08_15_02_27_842081.png,640,480,Obj,428,131,447,234
2019-09-08_15_02_27_863360.png,640,480,Obj,435,124,454,227
2019-09-08_15_02_27_886355.png,640,480,Obj,438,126,456,229
2019-09-08_15_02_27_918728.png,640,480,Obj,437,128,456,229
2019-09-08_15_02_27_948779.png,640,480,Obj,437,130,456,231
2019-09-08_15_02_27_978503.png,640,480,Obj,436,131,455,231
2019-09-08_15_02_28_002077.png,640,480,Obj,440,134,461,230
2019-09-08_15_02_28_028601.png,640,480,Obj,453,134,473,232
2019-09-08_15_02_28_051286.png,640,480,Obj,460,148,478,245
2019-09-08_15_02_28_075287.png,640,480,Obj,462,161,479,257
2019-09-08_15_02_28_103678.png,640,480,Obj,470,210,485,267
2019-09-08_15_02_28_114274.png,640,480,Obj,467,174,479,206
2019-09-08_15_02_28_146883.png,640,480,Obj,531,223,546,259
2019-09-08_15_02_28_157365.png,640,480,Obj,530,180,540,195
2019-09-08_15_02_28_194056.png,640,480,Obj,578,215,594,244
2019-09-08_15_02_28_206088.png,640,480,Obj,578,158,588,167
2019-09-08_15_02_28_227085.png,640,480,Obj,595,217,608,249
2019-09-08_15_02_28_248586.png,640,480,Obj,614,173,631,267
2019-09-08_15_02_28_271660.png,640,480,Obj,611,183,629,278
2019-09-08_15_02_28_294611.png,640,480,Obj,604,200,621,292
2019-09-08_15_02_28_331757.png,640,480,Obj,588,273,602,302
2019-09-08_15_02_28_453213.png,640,480,Obj,276,256,294,280
2019-09-08_15_02_28_483508.png,640,480,Obj,214,227,234,274
2019-09-08_15_02_28_494120.png,640,480,Obj,204,189,218,223
2019-09-08_15_02_28_516724.png,640,480,Obj,187,182,218,269
2019-09-08_15_02_28_540044.png,640,480,Obj,178,179,211,268
2019-09-08_15_02_28_568561.png,640,480,Obj,172,177,204,267
2019-09-08_15_02_28_599921.png,640,480,Obj,167,177,200,267
2019-09-08_15_02_28_633552.png,640,480,Obj,164,176,199,268
2019-09-08_15_02_28_657314.png,640,480,Obj,168,178,202,269
2019-09-08_15_02_28_680518.png,640,480,Obj,168,178,204,270
2019-09-08_15_02_28_702471.png,640,480,Obj,173,179,208,271
2019-09-08_15_02_28_725676.png,640,480,Obj,175,178,210,271
2019-09-08_15_02_28_747316.png,640,480,Obj,174,177,210,270
2019-09-08_15_02_28_773495.png,640,480,Obj,176,176,212,270
2019-09-08_15_02_28_796911.png,640,480,Obj,180,176,216,271
2019-09-08_15_02_28_823479.png,640,480,Obj,184,177,219,272
2019-09-08_15_02_28_851478.png,640,480,Obj,189,180,224,275
2019-09-08_15_02_28_873179.png,640,480,Obj,193,181,228,278
2019-09-08_15_02_28_900628.png,640,480,Obj,198,186,234,283
2019-09-08_15_02_28_924647.png,640,480,Obj,205,193,240,294
2019-09-08_15_02_28_947027.png,640,480,Obj,213,202,249,304
2019-09-08_15_02_28_973358.png,640,480,Obj,216,207,252,304
2019-09-08_15_02_28_999822.png,640,480,Obj,216,209,252,305
2019-09-08_15_02_29_025182.png,640,480,Obj,206,208,242,303
2019-09-08_15_02_29_054650.png,640,480,Obj,195,205,232,299
2019-09-08_15_02_29_077611.png,640,480,Obj,188,189,222,287
2019-09-08_15_02_29_099273.png,640,480,Obj,182,187,219,284
2019-09-08_15_02_29_122891.png,640,480,Obj,212,255,233,280
2019-09-08_15_02_29_143323.png,640,480,Obj,217,196,255,294
2019-09-08_15_02_29_167625.png,640,480,Obj,218,203,255,298
2019-09-08_15_02_29_193557.png,640,480,Obj,225,215,262,310
2019-09-08_15_02_29_233508.png,640,480,Obj,227,226,263,317
2019-09-08_15_02_29_258735.png,640,480,Obj,221,223,258,312
2019-09-08_15_02_29_280878.png,640,480,Obj,206,211,246,300
2019-09-08_15_02_29_303191.png,640,480,Obj,193,210,234,296
2019-09-08_15_02_29_324731.png,640,480,Obj,176,201,218,289
2019-09-08_15_02_29_345864.png,640,480,Obj,170,204,212,291
2019-09-08_15_02_29_368231.png,640,480,Obj,168,211,212,298
2019-09-08_15_02_29_395884.png,640,480,Obj,165,214,208,298
2019-09-08_15_02_29_424367.png,640,480,Obj,146,209,196,292
2019-09-08_15_02_29_452516.png,640,480,Obj,136,204,184,286
2019-09-08_15_02_29_480798.png,640,480,Obj,132,203,179,285
2019-09-08_15_02_29_507322.png,640,480,Obj,124,207,173,287
2019-09-08_15_02_29_528708.png,640,480,Obj,118,206,168,285
2019-09-08_15_02_29_550668.png,640,480,Obj,111,207,163,283
2019-09-08_15_02_29_577736.png,640,480,Obj,106,211,155,287
2019-09-08_15_02_29_605380.png,640,480,Obj,102,221,152,296
2019-09-08_15_02_29_629662.png,640,480,Obj,99,234,147,308
2019-09-08_15_02_29_653024.png,640,480,Obj,98,262,145,333
2019-09-08_15_02_29_676348.png,640,480,Obj,92,284,139,355
2019-09-08_15_02_29_706757.png,640,480,Obj,93,282,140,349
2019-09-08_15_02_29_730043.png,640,480,Obj,90,264,140,333
2019-09-08_15_02_29_754923.png,640,480,Obj,97,260,147,329
2019-09-08_15_02_29_776742.png,640,480,Obj,110,267,160,338
2019-09-08_15_02_29_797995.png,640,480,Obj,138,294,182,366
2019-09-08_15_02_29_833156.png,640,480,Obj,149,309,194,379
2019-09-08_15_02_29_858921.png,640,480,Obj,153,313,195,385
2019-09-08_15_02_29_885301.png,640,480,Obj,149,328,193,398
2019-09-08_15_02_29_912586.png,640,480,Obj,158,324,200,395
2019-09-08_15_02_29_933941.png,640,480,Obj,157,314,202,384
2019-09-08_15_02_29_961480.png,640,480,Obj,164,310,207,380
2019-09-08_15_02_29_987922.png,640,480,Obj,162,298,206,367
2019-09-08_15_02_30_008900.png,640,480,Obj,172,286,216,356
2019-09-08_15_02_30_030114.png,640,480,Obj,181,284,227,356
2019-09-08_15_02_30_056007.png,640,480,Obj,198,269,241,339
2019-09-08_15_02_30_086704.png,640,480,Obj,208,264,250,335
2019-09-08_15_02_30_114097.png,640,480,Obj,217,254,258,327
2019-09-08_15_02_30_136876.png,640,480,Obj,218,232,258,304
2019-09-08_15_02_30_161738.png,640,480,Obj,216,214,257,289
2019-09-08_15_02_30_183231.png,640,480,Obj,206,203,247,275
2019-09-08_15_02_30_205056.png,640,480,Obj,189,191,233,267
2019-09-08_15_02_30_227658.png,640,480,Obj,200,189,246,261
2019-09-08_15_02_30_249459.png,640,480,Obj,213,182,258,260
2019-09-08_15_02_30_280649.png,640,480,Obj,220,185,263,259
2019-09-08_15_02_30_318911.png,640,480,Obj,227,187,270,265
2019-09-08_15_02_30_348474.png,640,480,Obj,238,194,281,269
2019-09-08_15_02_30_371718.png,640,480,Obj,242,204,285,277
2019-09-08_15_02_30_393352.png,640,480,Obj,245,210,289,282
2019-09-08_15_02_30_414030.png,640,480,Obj,246,213,291,289
2019-09-08_15_02_30_439682.png,640,480,Obj,246,225,291,299
2019-09-08_15_02_30_466456.png,640,480,Obj,241,243,284,311
2019-09-08_15_02_30_496866.png,640,480,Obj,224,256,270,326
2019-09-08_15_02_30_537697.png,640,480,Obj,171,275,216,343
2019-09-08_15_02_30_560646.png,640,480,Obj,162,277,212,349
2019-09-08_15_02_30_588407.png,640,480,Obj,183,290,231,357
2019-09-08_15_02_30_612705.png,640,480,Obj,210,295,259,364
2019-09-08_15_02_30_633704.png,640,480,Obj,216,296,264,364
2019-09-08_15_02_30_656960.png,640,480,Obj,216,294,265,361
2019-09-08_15_02_30_686302.png,640,480,Obj,205,300,253,366
2019-09-08_15_02_30_733479.png,640,480,Obj,195,308,246,376
2019-09-08_15_02_30_759231.png,640,480,Obj,192,322,240,389
2019-09-08_15_02_30_784615.png,640,480,Obj,182,338,229,402
2019-09-08_15_02_30_805558.png,640,480,Obj,169,350,218,414
2019-09-08_15_02_30_835063.png,640,480,Obj,146,355,199,415
